,Y
Nilotinib_TK10,6.201183
Bortezomib_RPMI-6666,-5.589155
Picolinici-acid_SK-MG-1,5.33871
Ibrutinib_NEC8,2.01271
Ibrutinib_NCI-H1048,5.275649
MIRA-1_EC-GI-10,5.390046
Vorinostat_SNU-182,2.393553
Ipatasertib_YAPC,4.979361
GDC0810_OSC-20,4.409644
PD173074_RF-48,3.950313
Vinorelbine_NCI-H446,-6.059397
AZD3759_A204,4.15706
Cisplatin_NCI-H1975,5.500168
UMI-77_RL95-2,4.615954
Fulvestrant_MG-63,2.349611
PD173074_HSC-2,3.176206
Dinaciclib_MHH-CALL-2,-3.871993
EPZ5676_GAMG,5.20631
PRT062607_DOV13,2.041921
MK-1775_LS-180,0.699618
Osimertinib_LK-2,1.469009
CZC24832_H9,3.450456
GSK2606414_CAL-51,4.231732
MG-132_SN12C,-1.032174
Ibrutinib_SU8686,6.170417
UMI-77_NCI-H526,2.532545
Irinotecan_CPC-N,3.287833
LY2109761_MN-60,5.615965
MK-8776_MS-1,3.70422
LY2109761_EW-1,4.941021
Vinblastine_RT-112,-5.727615
Ibrutinib_NCI-H1963,2.476254
UMI-77_KARPAS-231,1.600091
Taselisib_MOG-G-CCM,2.573525
Pictilisib_KG-1,2.92398
Pyridostatin_COLO-205,4.40402
Erlotinib_KATOIII,3.757041
I-BET-762_G-402,2.060727
EPZ004777_ASH-3,5.189387
Ruxolitinib_OPM-2,2.864051
Tamoxifen_KYAE-1,3.871513
Nilotinib_EMC-BAC-2,4.409476
ML323_CML-T1,3.160084
CZC24832_U251,5.95567
AGI-6780_MKN1,4.552892
ML323_NCI-H2052,4.768392
Sabutoclax_KINGS-1,1.891784
Dactolisib_NCI-H2452,-3.4141
GSK2578215A_EMC-BAC-2,4.508745
Fulvestrant_NCI-H3122,3.228593
GSK1904529A_NCI-H524,4.317664
Afuresertib_CAL-85-1,2.855265
MIRA-1_HCC1500,5.367982
Cediranib_GCT,2.188224
Savolitinib_RF-48,1.906099
YK-4-279_SNU-5,2.737516
Crizotinib_A498,4.125654
CZC24832_LCLC-103H,5.254539
EPZ004777_HAL-01,4.401377
Olaparib_EVSA-T,3.347037
Paclitaxel_HCC1143,-2.650825
AZD3759_KP-3,3.419524
Nilotinib_SNU-C5,2.97175
LGK974_L-1236,2.774013
AZD4547_TK,2.041713
Sapitinib_BICR78,3.297001
Fulvestrant_SK-PN-DW,1.721378
Dinaciclib_WM35,-2.438608
AGI-5198_HeLa,4.865729
AMG-319_NB1,5.720884
GSK2606414_NCI-H2804,4.885236
GDC0810_SW1573,7.017478
AZD3759_OE21,0.016517
LJI308_HCC2998,4.354286
Pictilisib_NOMO-1,1.057642
Wee1 Inhibitor_RS4-11,0.743556
Wee1 Inhibitor_SK-MES-1,3.358844
Wee1 Inhibitor_TC-71,1.570446
GSK591_OE21,5.485226
Pictilisib_D-392MG,3.220736
IWP-2_MFE-296,2.968928
PRT062607_MRK-nu-1,4.039122
PLX-4720_AGS,4.735498
Venetoclax_PC-3_[JPC-3],2.402065
MK-1775_SUP-HD1,-0.858068
Dasatinib_UM-UC-3,0.586506
Afuresertib_NCI-H2731,1.721628
Irinotecan_CAL-29,1.604745
LY2109761_EW-22,3.738761
Telomerase Inhibitor IX_ESO26,3.171072
PD173074_SNU-5,4.403731
GDC0810_SW837,4.309403
AZD3759_NCI-H1694,1.744377
Pictilisib_ESS-1,0.004418
PD173074_NCI-H596,2.471192
Tamoxifen_HCC1954,3.465323
AMG-319_OACM5-1,5.888423
Tamoxifen_U251,3.949027
Crizotinib_NCI-H661,3.646849
AGI-5198_SK-GT-4,5.962731
Trametinib_EM-2,-1.547771
ML323_DAN-G,4.349029
Bortezomib_NCI-H2818,-5.310111
Paclitaxel_RPMI-6666,-4.886933
Epirubicin_ARH-77,-4.111095
AGI-5198_LN-18,3.938605
Entospletinib_OVK-18,5.680387
EPZ004777_IST-MES1,5.714464
UMI-77_COLO-679,1.903823
AZD4547_MOLM-13,-1.232935
Docetaxel_COLO-824,-5.581017
VE-822_NUGC-4,4.475416
Osimertinib_EFM-19,1.559725
EPZ004777_SW1116,6.123329
EPZ004777_HuP-T3,6.177523
Crizotinib_HCC1954,3.267057
Sapitinib_NCI-H2009,4.009143
AMG-319_BALL-1,3.484223
Ruxolitinib_ALL-PO,2.677581
BIBR-1532_VMRC-LCD,6.194142
Savolitinib_C32,3.772463
Docetaxel_RERF-LC-Sq1,-4.947226
LY2109761_SUIT-2,7.4969
Vorinostat_HCC1569,1.105207
PFI3_ALL-PO,2.684805
GSK2606414_HCC1569,3.794741
BIBR-1532_SW1463,5.685081
Uprosertib_NB1,0.422143
Epirubicin_C-4-I,-1.452189
PD0325901_HCC-44,-1.149257
EPZ004777_EW-7,4.666303
Leflunomide_NCI-H720,4.539825
Nilotinib_NCI-H1869,5.140605
Osimertinib_NCI-H847,1.143855
Irinotecan_PC-3_[JPC-3],1.419528
BIBR-1532_L-540,3.932332
Osimertinib_SU-DHL-10,1.253507
YK-4-279_NEC8,2.894761
OTX015_RL95-2,2.003377
Docetaxel_TYK-nu,-4.27164
Niraparib_CAL-29,4.305655
WZ4003_NCI-H2087,3.94346
AZD5582_VA-ES-BJ,4.628817
EPZ5676_ST486,4.502017
AGI-5198_EFM-192A,4.494168
Afuresertib_MKN45,1.373631
GNE-317_PCI-30,0.591405
Osimertinib_WM35,2.547176
IWP-2_HuH-7,3.833168
PFI3_EB-3,4.328175
Bortezomib_L-363,-4.899606
VE-822_KYSE-270,3.668576
LY2109761_SK-MM-2,5.070773
PCI-34051_KYAE-1,4.266957
GSK591_HSC-2,3.558566
Entospletinib_NCI-H2595,4.800102
MK-1775_CHP-134,-0.348218
GSK1904529A_SK-ES-1,3.322558
PFI3_LC-1-sq,5.408205
AZD5582_LS-1034,1.41251
WIKI4_SKG-IIIa,5.476403
Tamoxifen_COLO-205,3.601264
Linsitinib_NCC010,5.092333
5-Fluorouracil_SH-4,4.431656
Foretinib_K5,1.248104
Camptothecin_GCT,-2.959694
Dinaciclib_OE33,-3.019529
Pictilisib_DG-75,1.657622
LJI308_ESO26,4.858458
Afatinib_HOP-92,3.691617
MK-1775_SNU-5,0.190509
GSK1904529A_SW620,5.031496
GSK2606414_CAL-54,2.058285
PCI-34051_23132-87,4.758616
Cediranib_YAPC,2.056652
Wee1 Inhibitor_HCT-116,1.982112
Vinorelbine_LCLC-97TM1,-4.185796
Wee1 Inhibitor_NCI-H1688,2.684936
Ipatasertib_MFE-319,2.417569
Telomerase Inhibitor IX_BICR22,-1.081103
GSK2578215A_TE-9,3.92992
Ruxolitinib_SHP-77,4.727451
MG-132_GI-ME-N,-1.8693
Vinblastine_Hey,-4.169614
ABT737_TE-5,2.779353
Cisplatin_LS-411N,4.699966
WZ4003_KINGS-1,3.155089
Bortezomib_SW620,-4.9494
Venetoclax_Jurkat,0.964456
AZD8186_SK-N-DZ,2.996112
Afuresertib_IST-MEL1,3.160499
KRAS (G12C) Inhibitor-12_SNU-407,4.628123
Cisplatin_TE-9,4.558167
GNE-317_RPMI-6666,-0.899485
LJI308_HAL-01,4.025564
LY2109761_NCI-H1048,3.835003
Tozasertib_MDA-MB-436,4.115571
Dabrafenib_VA-ES-BJ,5.606083
Olaparib_CADO-ES1,1.956141
PD173074_KARPAS-45,2.358256
VE821_CAL-148,2.855767
PRT062607_BICR10,2.889118
Alisertib_MFM-223,-0.152061
Cytarabine_SISO,0.608974
Foretinib_SK-LU-1,3.182159
PD173074_NCI-H524,3.259502
VE821_COLO-680N,6.279427
Entinostat_TUR,2.223873
Sepantronium bromide_ONS-76,-4.647227
Vinorelbine_SK-N-FI,-0.868157
Pevonedistat_OVCAR-5,5.489514
5-Fluorouracil_NCI-H1993,2.086758
Ibrutinib_T47D,3.715353
Entinostat_A375,1.849949
Sapitinib_CAL-78,4.916085
Nutlin-3a (-)_HuO9,4.37754
Sepantronium bromide_HL-60,-5.491304
Ruxolitinib_C-4-I,3.860203
MIRA-1_GI-ME-N,4.235507
CZC24832_C32,5.938659
Dasatinib_GI-1,0.615535
WEHI-539_OCUM-1,2.848432
Leflunomide_Ramos-2G6-4C10,4.234417
GSK343_HT-115,2.456494
Docetaxel_COLO-792,-4.804835
Afuresertib_D-263MG,2.520336
AZD3759_RPMI-7951,2.165376
Ibrutinib_GOTO,5.657768
Pyridostatin_OC-314,2.421976
I-BET-762_NCI-H2795,3.149073
Osimertinib_LN-405,3.259287
Osimertinib_OVKATE,1.754314
Dasatinib_PANC-10-05,-0.254322
Linsitinib_CAPAN-1,5.109272
Obatoclax Mesylate_DB,1.222646
VX-11e_SK-MES-1,2.196108
Nutlin-3a (-)_KELLY,3.938447
Vinorelbine_HT-144,-4.664768
AZD6738_ES7,1.402261
GSK2578215A_LOU-NH91,5.382106
VX-11e_TT,6.144351
PCI-34051_MDA-MB-231,4.637974
Cediranib_GOTO,1.19111
Crizotinib_YAPC,5.229918
EPZ004777_K5,5.127983
Nilotinib_NCI-H446,1.342193
AZD6738_NCI-H810,1.791176
UMI-77_23132-87,5.285172
Dasatinib_ES1,3.240482
GDC0810_LCLC-97TM1,5.400939
Olaparib_OCUM-1,5.262876
Vorinostat_TOV-21G,1.893961
PFI3_CAL-29,5.486514
PLX-4720_CAL-85-1,4.685049
Telomerase Inhibitor IX_OPM-2,0.513016
Irinotecan_KARPAS-620,4.526167
WZ4003_CHL-1,4.330637
GNE-317_RD,0.761447
MN-64_KARPAS-231,2.924349
LGK974_SNU-175,3.817176
Pyridostatin_PA-1,2.774647
P22077_DBTRG-05MG,5.890875
Epirubicin_SISO,-2.655388
Dactolisib_ETK-1,-3.701619
Entinostat_L-540,0.388994
LCL161_HuP-T4,4.659548
Ibrutinib_SW837,6.152618
Sabutoclax_HCC-827,-1.225484
Taselisib_ES6,1.045266
P22077_ACHN,5.125487
Dabrafenib_ASH-3,4.984508
Bortezomib_TGBC1TKB,-4.573152
AZD8186_LN-229,4.509279
Nutlin-3a (-)_SBC-3,1.68561
PD0325901_LS-411N,-3.029362
PD0325901_NCI-H196,2.966201
Picolinici-acid_KMOE-2,4.845085
Cyclophosphamide_CAS-1,6.473131
AZD4547_TE-9,3.533591
LGK974_NCI-H1666,4.857901
Ibrutinib_PANC-10-05,6.301293
GSK1904529A_OCI-AML3,3.584341
AGI-5198_SIMA,2.801164
LGK974_SK-ES-1,4.975526
Temozolomide_Ca9-22,6.33715
WIKI4_IGROV-1,2.24308
Nutlin-3a (-)_COLO-684,4.171729
AZD6738_NCI-H3118,2.170659
5-Fluorouracil_CA46,4.690034
Wnt-C59_VMRC-RCZ,5.898595
Oxaliplatin_Becker,4.653348
Crizotinib_HA7-RCC,4.733722
Doramapimod_EFM-19,2.866758
PLX-4720_23132-87,4.569855
5-Fluorouracil_MRK-nu-1,2.877
PRIMA-1MET_IM-95,4.913625
Dasatinib_CL-40,3.636866
LJI308_ATN-1,3.662055
Ibrutinib_PA-TU-8902,6.431172
Picolinici-acid_SCC90,5.141931
LY2109761_OE21,4.208953
Bortezomib_SW948,-4.867944
PRT062607_A2780,1.776321
Obatoclax Mesylate_MFE-319,1.961678
PRT062607_697,1.296504
WZ4003_KYM-1,1.941611
WEHI-539_EW-11,2.816307
YK-4-279_U-2-OS,3.305384
AZD5582_LOXIMVI,0.782817
Gefitinib_BALL-1,2.614854
NVP-ADW742_NCI-H2722,3.032833
AZD7762_SHP-77,-0.303031
PRIMA-1MET_MKN28,6.147326
Fulvestrant_CESS,2.339227
EPZ5676_EPLC-272H,5.878311
BIBR-1532_SJRH30,3.921015
Sepantronium bromide_SCC-4,-3.800169
PCI-34051_Jurkat,3.404047
Dasatinib_CADO-ES1,3.299639
Cisplatin_VA-ES-BJ,1.268198
PRT062607_HCC-78,2.582703
Dinaciclib_RPMI-7951,-3.89691
AZD6738_NCI-H929,2.369753
GSK591_K-562,4.769526
Tamoxifen_MN-60,2.104891
AMG-319_KYAE-1,5.643405
YK-4-279_IM-95,2.100065
BIBR-1532_RD,5.559093
Nutlin-3a (-)_T-T,4.43577
Pevonedistat_SNU-423,2.983412
Dinaciclib_NCI-H841,-2.916286
Pevonedistat_SK-LU-1,3.174411
LJI308_SNU-423,6.14027
AMG-319_KU812,3.828661
Epirubicin_KP-1N,-0.848667
Cyclophosphamide_NCI-H2461,6.592705
Erlotinib_BPH-1,0.098974
PFI3_HL-60,4.183644
BMS-345541_SW1463,4.796739
PLX-4720_HCC-15,5.916364
VE821_SW982,2.847897
BIBR-1532_LU-139,5.280868
Wnt-C59_ONS-76,4.071962
Cisplatin_NCI-H747,5.306759
I-BET-762_KMS-12-BM,-0.08732
AGI-5198_OE19,3.609975
Wee1 Inhibitor_MDA-MB-468,1.669041
Docetaxel_Daudi,-4.150998
Docetaxel_HuO-3N1,-3.14848
Gemcitabine_TE-4,4.603298
WZ4003_CAS-1,4.586536
Entospletinib_T47D,3.746726
Irinotecan_SNU-81,4.292114
VE821_SNU-423,5.955839
Afatinib_UACC-812,1.384646
Afuresertib_SUP-B15,2.971024
BIBR-1532_23132-87,3.461911
ABT737_RPMI-7951,1.922525
GSK591_NCI-H1838,6.405368
Wnt-C59_KYSE-270,3.371859
CZC24832_KE-37,3.112411
Alpelisib_KMRC-20,4.657058
MK-8776_EPLC-272H,0.701484
Entinostat_EW-16,1.415852
Cytarabine_SK-N-FI,1.967476
Sorafenib_COR-L23,2.904593
IWP-2_MFE-280,3.108645
AZD5582_HA7-RCC,2.493926
Dasatinib_TC-71,2.728298
Trametinib_SK-UT-1,2.480047
Savolitinib_CHP-134,1.840317
Ruxolitinib_CAL-78,5.225165
Wee1 Inhibitor_EW-3,0.823494
I-BRD9_HEC-1,5.811115
MIRA-1_BT-483,7.724255
OF-1_HCC1143,5.087507
Tamoxifen_CW-2,4.130303
MIRA-1_NCI-H2052,6.386812
Crizotinib_LS-123,2.406276
GSK343_SBC-5,2.562065
ABT737_8305C,1.902179
Wnt-C59_BHT-101,3.34983
VX-11e_ESO26,3.031724
Sabutoclax_697,-2.740388
EPZ004777_BFTC-909,5.485478
WEHI-539_NCI-H3118,5.478273
UMI-77_SK-PN-DW,2.251671
LJI308_Daudi,2.791035
Afatinib_RMG-I,0.398242
GNE-317_CAL-78,1.353083
Afuresertib_NCI-H1792,2.246845
Crizotinib_NCI-H2023,3.352245
LGK974_JVM-3,3.627025
PFI3_NCI-H1435,4.976528
GSK2578215A_IHH-4,3.632125
Telomerase Inhibitor IX_KELLY,-1.739859
Uprosertib_G-402,3.962185
Entinostat_SK-N-DZ,0.380714
Savolitinib_AN3-CA,3.1127
Niraparib_D-283MED,1.823695
Venetoclax_NCI-H1694,1.358203
Cisplatin_RPMI-8226,2.35186
Dactolisib_Calu-6,-1.8612
AZD5582_PA-1,0.197324
Pictilisib_HCC2998,1.176635
P22077_MOLT-16,2.020666
EPZ5676_COLO-679,6.183484
BIBR-1532_CAL-120,5.757015
KRAS (G12C) Inhibitor-12_A2780,3.001338
Dactolisib_LAMA-84,-2.664809
AGI-6780_JHH-4,3.312122
Savolitinib_AMO-1,1.552897
Dactolisib_ESS-1,-2.402552
LY2109761_EFM-192A,5.276807
Gefitinib_HuH-7,4.497686
Sorafenib_P32-ISH,0.658238
I-BET-762_PL4,4.78469
Afuresertib_RT4,4.752543
SCH772984_NCI-H23,4.162533
Alisertib_NCI-H810,0.528498
YK-4-279_769-P,2.010841
Sepantronium bromide_LS-1034,-0.954242
Camptothecin_GP5d,-3.381439
Crizotinib_BC-1,0.148974
MIRA-1_D-392MG,5.488928
Temozolomide_LC4-1,3.756727
LCL161_DOHH-2,3.53718
Nutlin-3a (-)_A172,1.825289
YK-4-279_SNU-182,3.784487
Pictilisib_CAL-54,-0.733213
Picolinici-acid_IM-9,4.058557
WIKI4_OCI-M1,2.452139
Crizotinib_SW1271,4.127948
AZD8186_NCI-H2085,1.966373
VE821_NCI-H23,3.699911
Sepantronium bromide_LoVo,-0.895138
Venetoclax_MDA-MB-453,3.325923
AZD6738_LN-229,0.88271
PCI-34051_KYSE-410,6.27679
PD173074_MS751,4.138365
Palbociclib_GCIY,4.715948
Afuresertib_HL-60,3.008649
Sapitinib_KM-H2,5.000031
Foretinib_P32-ISH,-1.228352
BMS-345541_NUGC-4,5.217291
Trametinib_H4,0.491754
AZD3759_CTV-1,1.06855
Irinotecan_SU-DHL-5,-0.858623
VE-822_SU8686,5.839426
GSK591_C2BBe1,4.244615
Wee1 Inhibitor_MOLT-16,-0.377391
Gemcitabine_ESS-1,-3.681984
Uprosertib_KP-N-YN,3.786679
MN-64_OAW-42,4.731391
Afuresertib_EW-16,4.257959
OTX015_NY,0.466798
Lapatinib_NCI-H1341,6.165428
Sepantronium bromide_RD,-5.407185
Entinostat_NCI-H2135,4.197156
Foretinib_SCC-15,1.051286
Alpelisib_MKN7,4.903019
VE821_SNU-1,3.122455
GSK343_HCC70,2.623047
GSK1904529A_HeLa,3.513106
MG-132_TE-5,-1.6938
Palbociclib_EW-11,2.863134
YK-4-279_HSC-39,0.29397
GSK343_JVM-3,0.821971
MK-1775_NCI-H2087,2.056942
Linsitinib_KP-1N,3.784771
Leflunomide_RERF-LC-Sq1,5.912495
MK-2206_RMG-I,3.852915
Dasatinib_NB14,2.9199
Picolinici-acid_NCI-H727,5.538301
LGK974_DB,3.539272
PRT062607_Hep3B2-1-7,2.599194
GNE-317_IST-MEL1,-0.1503
Crizotinib_DU-145,4.758457
WZ4003_NCI-H1650,7.149676
Gefitinib_SNU-423,4.020658
GSK2578215A_P31-FUJ,4.986165
MIRA-1_JIMT-1,5.580478
VX-11e_P12-ICHIKAWA,2.388776
OTX015_RERF-GC-1B,1.524473
PD173074_NCI-H2591,6.044504
Wnt-C59_IM-9,3.233332
WIKI4_SW837,4.222356
Linsitinib_CESS,3.20069
Alpelisib_SK-MEL-5,4.626709
AZD7762_NB69,-0.667197
Foretinib_KARPAS-620,1.142604
LJI308_OVTOKO,6.262426
AZD4547_A498,1.823837
EPZ5676_C-4-I,5.179067
SCH772984_BL-41,2.76781
Picolinici-acid_HCC-827,5.559044
Alpelisib_A498,5.070332
WEHI-539_SK-CO-1,1.946245
AZD8055_COLO-320-HSR,2.001425
Gefitinib_SK-MM-2,3.501422
Dactolisib_Hey,-1.764174
I-BET-762_DSH1,2.949497
LCL161_A253,4.764661
Afatinib_JSC-1,1.496166
Navitoclax_huH-1,4.933623
Ipatasertib_DND-41,3.681346
Sepantronium bromide_LB831-BLC,-3.994824
Bortezomib_EFM-19,-5.346493
Linsitinib_RF-48,4.153898
Ipatasertib_NCI-H520,2.336824
Wee1 Inhibitor_NCI-H2023,2.149563
GSK2606414_KARPAS-620,3.559272
PFI3_BT-20,4.098304
Wnt-C59_MDA-MB-415,3.479969
PF-4708671_EFM-19,4.342475
Pevonedistat_LNCaP-Clone-FGC,-2.348332
Alpelisib_MKN1,1.546768
Palbociclib_JIMT-1,5.005304
AZD3759_RCC-JW,1.534192
Entinostat_NCI-H28,4.699951
EPZ5676_HCC-366,5.087083
Lapatinib_EPLC-272H,2.028927
Taselisib_BC-1,1.304683
Entospletinib_G-402,2.346812
Erlotinib_SW684,4.622737
Palbociclib_RPMI-8226,2.576206
Trametinib_FTC-133,2.219153
PCI-34051_OE33,3.713536
Entinostat_MS751,4.229021
Wnt-C59_GI-1,4.976336
Gemcitabine_KARPAS-45,3.251341
ABT737_LC-1-sq,3.678275
Vinorelbine_HCC1419,0.694082
WEHI-539_COR-L105,1.018929
Fulvestrant_OVCAR-8,1.808069
EPZ004777_NCI-H1623,5.434017
5-Fluorouracil_SW13,5.42397
LY2109761_NCI-H1993,5.746018
Vorinostat_L-1236,-0.275366
Linsitinib_JHU-022,4.719137
Daporinad_SW1088,-1.812024
AGI-6780_NCI-H522,3.374582
Dactolisib_CTV-1,-1.004659
MK-1775_Ca9-22,-0.315388
MK-1775_NCI-H1703,-1.372816
Alpelisib_SW1116,4.2487
Docetaxel_CAL-27,-6.450475
Erlotinib_LU-99A,3.099962
WEHI-539_HO-1-u-1,2.728398
YK-4-279_CW-2,2.416414
Foretinib_HPAC,0.610875
Ipatasertib_42-MG-BA,1.911757
Afuresertib_SW900,4.791578
BIBR-1532_RL95-2,4.645316
BMS-345541_PL4,3.347913
VE821_COR-L279,3.181887
Cyclophosphamide_SU-DHL-10,4.094284
Crizotinib_MFE-296,4.057544
PD0325901_COR-L23,1.556906
GSK2606414_SW1417,4.650409
Pevonedistat_CAL-29,-0.378003
Ipatasertib_IST-MEL1,3.528447
ABT737_SKN,3.389175
Gemcitabine_OVCAR-3,2.826877
GSK1904529A_HSC-39,3.172707
CZC24832_HuH-7,5.050459
Camptothecin_HH,1.692486
MN-64_KYSE-50,4.94656
Sepantronium bromide_CHL-1,-5.495806
LCL161_EoL-1-cell,4.185025
AGI-6780_OPM-2,3.452965
Pictilisib_SJSA-1,1.277072
WEHI-539_Hs-633T,3.402562
WEHI-539_MS-1,1.743063
PD0325901_SCC-3,0.10066
Cisplatin_SNU-398,5.319107
Wee1 Inhibitor_MDA-MB-157,1.761514
Tamoxifen_HO-1-u-1,1.765238
Camptothecin_G-292-Clone-A141B1,0.831452
PD173074_EBC-1,4.847576
AZD4547_MV-4-11,-0.189249
GSK2606414_NCI-H1568,3.576621
CZC24832_REH,4.187573
Daporinad_KELLY,-8.374641
PCI-34051_WM-115,5.152495
PRT062607_LB771-HNC,4.628744
OTX015_U251,2.790187
Alisertib_LAMA-84,-0.86863
Trametinib_NCI-H1048,1.886773
Taselisib_ST486,2.612138
AGI-5198_PANC-02-03,4.279299
Alpelisib_ES-2,5.479589
OTX015_UMC-11,3.80016
Docetaxel_A172,-6.16546
UMI-77_NCI-H1963,1.69515
Venetoclax_P30-OHK,0.179202
AZD7762_PWR-1E,-1.055105
Dinaciclib_ES8,-3.986548
LCL161_LS-1034,4.981099
Dactolisib_HCC-44,-1.746567
Dabrafenib_SW13,4.003435
Pevonedistat_RC-K8,0.652162
MN-64_22RV1,5.853558
OF-1_OVCAR-8,4.581666
I-BRD9_PC-3,6.099738
Cisplatin_LK-2,4.141964
AMG-319_PEO1,6.319336
AZD5582_SAS,1.869124
Lapatinib_NOS-1,1.781127
Uprosertib_NCI-H596,2.344815
Ipatasertib_NCI-H1581,3.703748
SCH772984_IGR-1,2.11756
YK-4-279_KS-1,3.366402
WZ4003_HCC-827,3.084567
Oxaliplatin_NCI-H524,1.523008
AGI-5198_T47D,4.323528
Sorafenib_LOUCY,2.132861
Epirubicin_ETK-1,-0.478142
Entospletinib_MN-60,5.141392
GNE-317_CAL-33,0.341656
Afuresertib_SAS,2.191495
Palbociclib_SK-N-FI,2.756651
Afatinib_JJN-3,1.781526
Dabrafenib_SNU-81,4.942435
AZD6738_BHT-101,2.125677
Tamoxifen_MFE-319,2.726684
GSK591_NCI-H1975,5.525052
NVP-ADW742_PANC-02-03,2.402264
PF-4708671_CAL-148,2.466111
GNE-317_IST-MES1,1.204858
Entospletinib_BE2-M17,4.296236
MK-1775_MES-SA,-0.568318
VX-11e_CAL-29,2.404407
Gemcitabine_COR-L23,2.989839
Gefitinib_Becker,4.075871
YK-4-279_NCI-H1435,5.303275
AZD5582_IGR-1,4.88504
Navitoclax_NB10,3.480888
AGI-6780_OCUM-1,4.434719
KRAS (G12C) Inhibitor-12_DG-75,2.664597
GSK2606414_LCLC-97TM1,4.474178
Gefitinib_AMO-1,2.802032
LJI308_MDA-MB-468,4.438844
AZD6738_MDA-MB-361,0.89219
Cediranib_HCC1428,3.621319
GSK591_BE-13,3.040212
AGI-5198_HCC-827,5.649095
AZD6738_BICR10,0.763981
EPZ5676_FLO-1,5.486445
Vorinostat_MOG-G-UVW,1.364222
EPZ5676_ESS-1,4.490279
IWP-2_HeLa,2.537795
WZ4003_HCC1419,4.445474
Nilotinib_HO-1-N-1,3.89379
Taselisib_NTERA-2-cl-D1,1.84404
Trametinib_KALS-1,-0.946239
YK-4-279_DMS-273,1.054131
Taselisib_PANC-08-13,2.152719
I-BRD9_SW684,4.575394
GSK2578215A_AMO-1,3.150622
Alisertib_SW1463,1.968816
GDC0810_NCI-H1581,4.563743
WIKI4_KLE,3.012014
Ibrutinib_SW1116,5.324475
Cediranib_KP-3,2.521284
Obatoclax Mesylate_ESO26,3.040997
GSK591_BICR78,4.28524
GSK343_SK-PN-DW,1.911745
PCI-34051_PSN1,5.218011
GDC0810_HL-60,1.936601
Paclitaxel_MLMA,-4.506375
PRT062607_NUGC-4,3.22611
Linsitinib_BV-173,2.841932
Leflunomide_FTC-133,5.471399
LGK974_NCI-H2135,7.597165
YK-4-279_NCI-H2141,2.626946
5-Fluorouracil_GCIY,4.821212
Epirubicin_HARA,-1.845679
Pevonedistat_SK-ES-1,-2.030453
Dactolisib_IM-9,-3.121924
AZD5582_NCI-H1650,6.201419
MK-8776_HT-3,4.494758
GNE-317_KARPAS-45,0.507198
NVP-ADW742_SW1116,5.364787
Olaparib_VM-CUB-1,3.273828
Ibrutinib_HLE,3.772786
Crizotinib_A204,4.662604
PD0325901_ML-2,-3.770416
UMI-77_GA-10,1.742559
Foretinib_CAL-120,0.835109
GSK343_MOLP-8,2.357522
Dactolisib_MES-SA,-2.53404
Dactolisib_ESO51,-1.04354
MG-132_PANC-02-03,-0.857416
Niraparib_NEC8,2.145447
WIKI4_KCL-22,2.795278
LY2109761_OCI-AML2,4.019706
Taselisib_IGR-1,4.883719
SCH772984_NCI-H1703,3.53489
Ipatasertib_MPP-89,4.853292
Osimertinib_KOPN-8,1.338456
CZC24832_NB69,3.926719
IWP-2_H9,1.288517
Nutlin-3a (-)_CL-11,6.529293
Linsitinib_SISO,4.505982
Daporinad_NCI-H1648,-2.943609
SCH772984_GAK,0.413633
Vinblastine_HT-1197,-1.593394
Niraparib_NCI-H520,4.165107
Afuresertib_OVCAR-5,3.404612
Niraparib_NCI-H1417,1.779034
AZ960_BFTC-905,1.255399
ML323_CAMA-1,3.901737
Savolitinib_EW-22,2.839449
AZD7762_KELLY,-2.703199
Afuresertib_RD,3.737374
Dasatinib_C-33-A,0.375802
Sabutoclax_SJRH30,-0.635076
Vinblastine_VAL,-6.32131
MIRA-1_RH-1,4.515576
WZ4003_NCI-H28,3.545874
Alpelisib_BE-13,4.176249
Sabutoclax_C3A,0.473926
GDC0810_MKN1,4.741564
Cediranib_OCI-AML3,1.52207
MK-1775_ZR-75-30,5.480309
SCH772984_U-2-OS,1.503941
PD173074_IHH-4,3.953214
Foretinib_A673,-0.5266
BIBR-1532_SF268,4.333007
Picolinici-acid_DG-75,5.268875
Olaparib_SW900,5.635157
Dabrafenib_SK-MEL-2,4.931626
Fulvestrant_IST-MES1,3.243275
PLX-4720_L-540,3.221383
Bortezomib_MFE-296,-3.334001
ABT737_TYK-nu,3.407795
Fulvestrant_LU-139,2.725148
GNE-317_COLO-678,5.592184
Obatoclax Mesylate_EN,2.404683
Pyridostatin_TCCSUP,4.364234
EPZ004777_OVKATE,6.751222
Temozolomide_HMV-II,6.328433
Palbociclib_LS-411N,3.314912
Epirubicin_Hs-578-T,-0.379343
Taselisib_ES4,2.118043
PD173074_U251,4.763869
Uprosertib_KYSE-450,3.646394
GDC0810_SNU-407,4.148358
Nilotinib_697,1.315064
WIKI4_CAMA-1,3.622502
Sapitinib_IMR-5,4.311479
MK-1775_U251,1.293118
MK-2206_ES7,1.869004
MG-132_SKN-3,-1.900007
I-BRD9_769-P,4.507135
OF-1_DND-41,2.951968
Taselisib_BALL-1,1.459008
AZD4547_NCI-H1975,2.545056
Savolitinib_MEL-JUSO,2.40283
MK-2206_OVKATE,4.070177
PLX-4720_Ca-Ski,4.53578
AZD3759_SH-4,3.247705
KRAS (G12C) Inhibitor-12_Raji,4.878283
Irinotecan_J82,3.668856
NVP-ADW742_CAL-120,4.792079
