Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"NCI-H2347","SIDM00726","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2369","SIDM00104","1290808","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2369","SIDM00104","1290808","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2373","SIDM00103","1290809","MESO","lung","mesothelioma","GDSC1","346"
"NCI-H2373","SIDM00103","1290809","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2405","SIDM00724","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H2405","SIDM00724","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H2444","SIDM00723","1298356","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","346"
"NCI-H2444","SIDM00723","1298356","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","179"
"NCI-H2452","SIDM00722","908462","MESO","lung","mesothelioma","GDSC1","346"
"NCI-H2452","SIDM00722","908462","MESO","lung","mesothelioma","GDSC2","170"
"NCI-H2461","SIDM00102","1290810","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2461","SIDM00102","1290810","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H250","SIDM00721","924241","SCLC","lung","lung_small_cell_carcinoma","GDSC1","1"
"NCI-H250","SIDM00721","924241","SCLC","lung","lung_small_cell_carcinoma","GDSC2","256"
"NCI-H2591","SIDM00101","1240131","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2591","SIDM00101","1240131","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2595","SIDM00100","1240132","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2595","SIDM00100","1240132","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2722","SIDM00099","1290812","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2722","SIDM00099","1290812","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2731","SIDM00098","1240134","MESO","lung","mesothelioma","GDSC1","353"
"NCI-H2731","SIDM00098","1240134","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2795","SIDM00154","1290813","MESO","lung","mesothelioma","GDSC1","341"
"NCI-H2795","SIDM00154","1290813","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H28","SIDM00720","908470","MESO","lung","mesothelioma","GDSC1","340"
"NCI-H28","SIDM00720","908470","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2803","SIDM00309","1240135","MESO","lung","mesothelioma","GDSC1","317"
"NCI-H2803","SIDM00309","1240135","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2804","SIDM00310","1240136","MESO","lung","mesothelioma","GDSC1","339"
"NCI-H2804","SIDM00310","1240136","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2810","SIDM00311","1240137","MESO","lung","mesothelioma","GDSC1","203"
"NCI-H2810","SIDM00311","1240137","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2818","SIDM00520","1290814","MESO","lung","mesothelioma","GDSC1","344"
"NCI-H2818","SIDM00520","1290814","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2869","SIDM00519","1240138","MESO","lung","mesothelioma","GDSC1","351"
"NCI-H2869","SIDM00519","1240138","MESO","lung","mesothelioma","GDSC2","256"
"NCI-H290","SIDM00518","1240139","MESO","lung","mesothelioma","GDSC1","313"
"NCI-H290","SIDM00518","1240139","MESO","lung","mesothelioma","GDSC2","180"
"NCI-H292","SIDM00493","753604","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC1","351"
"NCI-H292","SIDM00493","753604","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H3118","SIDM00517","1240140","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC1","352"
"NCI-H3118","SIDM00517","1240140","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC2","281"
"NCI-H3122","SIDM00137","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","320"
"NCI-H3122","SIDM00137","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H322M","SIDM00117","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","386"
"NCI-H322M","SIDM00117","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H345","SIDM00719","688021","SCLC","lung","lung_small_cell_carcinoma","GDSC1","393"
"NCI-H345","SIDM00719","688021","SCLC","lung","lung_small_cell_carcinoma","GDSC2","261"
"NCI-H358","SIDM00718","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","339"
"NCI-H358","SIDM00718","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H441","SIDM00925","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","351"
"NCI-H441","SIDM00925","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H446","SIDM00965","688023","SCLC","lung","lung_small_cell_carcinoma","GDSC1","393"
"NCI-H446","SIDM00965","688023","SCLC","lung","lung_small_cell_carcinoma","GDSC2","280"
"NCI-H460","SIDM00144","905943","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","348"
"NCI-H460","SIDM00144","905943","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","178"
"NCI-H508","SIDM00777","908442","COREAD","digestive_system","large_intestine","GDSC1","176"
"NCI-H508","SIDM00777","908442","COREAD","digestive_system","large_intestine","GDSC2","181"
"NCI-H510A","SIDM00927","753605","SCLC","lung","lung_small_cell_carcinoma","GDSC1","288"
"NCI-H510A","SIDM00927","753605","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H513","SIDM00114","1240141","MESO","lung","mesothelioma","GDSC1","343"
"NCI-H513","SIDM00114","1240141","MESO","lung","mesothelioma","GDSC2","280"
"NCI-H520","SIDM01130","908443","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","347"
"NCI-H520","SIDM01130","908443","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"NCI-H522","SIDM00116","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","321"
"NCI-H522","SIDM00116","905944","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H524","SIDM01129","908483","SCLC","lung","lung_small_cell_carcinoma","GDSC1","391"
"NCI-H524","SIDM01129","908483","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"NCI-H526","SIDM01128","688025","SCLC","lung","lung_small_cell_carcinoma","GDSC1","385"
"NCI-H526","SIDM01128","688025","SCLC","lung","lung_small_cell_carcinoma","GDSC2","278"
"NCI-H596","SIDM01127","908459","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC1","347"
"NCI-H596","SIDM01127","908459","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H64","SIDM01126","688026","SCLC","lung","lung_small_cell_carcinoma","GDSC1","288"
"NCI-H64","SIDM01126","688026","SCLC","lung","lung_small_cell_carcinoma","GDSC2","170"
"NCI-H647","SIDM01125","1240191","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","320"
"NCI-H647","SIDM01125","1240191","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H650","SIDM01124","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"NCI-H650","SIDM01124","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H660","SIDM01123","1330975","OTHER","urogenital_system","prostate","GDSC2","179"
"NCI-H661","SIDM01122","687829","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","345"
"NCI-H661","SIDM01122","687829","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"NCI-H69","SIDM01121","688027","SCLC","lung","lung_small_cell_carcinoma","GDSC1","379"
"NCI-H69","SIDM01121","688027","SCLC","lung","lung_small_cell_carcinoma","GDSC2","168"
"NCI-H716","SIDM00779","908458","COREAD","digestive_system","large_intestine","GDSC1","392"
"NCI-H716","SIDM00779","908458","COREAD","digestive_system","large_intestine","GDSC2","282"
"NCI-H720","SIDM01120","687600","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC1","386"
"NCI-H720","SIDM01120","687600","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","269"
"NCI-H727","SIDM01119","724855","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC1","347"
"NCI-H727","SIDM01119","724855","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","282"
"NCI-H740","SIDM01118","1331055","","lung","lung_other","GDSC2","180"
"NCI-H747","SIDM00778","908457","COREAD","digestive_system","large_intestine","GDSC1","394"
"NCI-H747","SIDM00778","908457","COREAD","digestive_system","large_intestine","GDSC2","282"
"NCI-H748","SIDM01117","909194","SCLC","lung","lung_small_cell_carcinoma","GDSC1","164"
"NCI-H748","SIDM01117","909194","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"NCI-H810","SIDM01116","925341","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","351"
"NCI-H810","SIDM01116","925341","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"NCI-H82","SIDM01131","688031","SCLC","lung","lung_small_cell_carcinoma","GDSC1","394"
"NCI-H82","SIDM01131","688031","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"NCI-H835","SIDM01133","753607","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC1","195"
"NCI-H835","SIDM01133","753607","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","165"
"NCI-H838","SIDM01150","910399","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","343"
"NCI-H838","SIDM01150","910399","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H841","SIDM01134","1240192","SCLC","lung","lung_small_cell_carcinoma","GDSC1","350"
"NCI-H841","SIDM01134","1240192","SCLC","lung","lung_small_cell_carcinoma","GDSC2","271"
"NCI-H847","SIDM01149","1240193","SCLC","lung","lung_small_cell_carcinoma","GDSC1","392"
"NCI-H847","SIDM01149","1240193","SCLC","lung","lung_small_cell_carcinoma","GDSC2","161"
"NCI-H929","SIDM01148","724825","MM","blood","myeloma","GDSC1","176"
"NCI-H929","SIDM01148","724825","MM","blood","myeloma","GDSC2","279"
"NCI-N87","SIDM01147","908461","STAD","digestive_system","stomach","GDSC1","348"
"NCI-N87","SIDM01147","908461","STAD","digestive_system","stomach","GDSC2","259"
"NEC8","SIDM00243","910942","UNCLASSIFIED","urogenital_system","testis","GDSC1","364"
"NEC8","SIDM00243","910942","UNCLASSIFIED","urogenital_system","testis","GDSC2","281"
"NH-12","SIDM00577","908447","NB","nervous_system","neuroblastoma","GDSC1","364"
"NH-12","SIDM00577","908447","NB","nervous_system","neuroblastoma","GDSC2","280"
"NK-92MI","SIDM01201","1330981","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","143"
"NK-92MI","SIDM01201","1330981","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","180"
"NKM-1","SIDM00576","908448","LAML","blood","acute_myeloid_leukaemia","GDSC1","385"
"NKM-1","SIDM00576","908448","LAML","blood","acute_myeloid_leukaemia","GDSC2","170"
"NMC-G1","SIDM00575","908449","LGG","nervous_system","glioma","GDSC1","393"
"NMC-G1","SIDM00575","908449","LGG","nervous_system","glioma","GDSC2","184"
"NOMO-1","SIDM00580","908451","LAML","blood","acute_myeloid_leukaemia","GDSC1","392"
"NOMO-1","SIDM00580","908451","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"NOS-1","SIDM00242","925345","UNCLASSIFIED","bone","osteosarcoma","GDSC1","388"
"NOS-1","SIDM00242","925345","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"NTERA-2-cl-D1","SIDM01203","908454","UNCLASSIFIED","urogenital_system","testis","GDSC1","392"
"NTERA-2-cl-D1","SIDM01203","908454","UNCLASSIFIED","urogenital_system","testis","GDSC2","170"
"NU-DUL-1","SIDM00443","1330982","DLBC","blood","B_cell_lymphoma","GDSC1","386"
"NU-DUL-1","SIDM00443","1330982","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"NUGC-3","SIDM00572","908455","STAD","digestive_system","stomach","GDSC1","344"
"NUGC-3","SIDM00572","908455","STAD","digestive_system","stomach","GDSC2","281"
"NUGC-4","SIDM00570","1298357","STAD","digestive_system","stomach","GDSC1","350"
"NUGC-4","SIDM00570","1298357","STAD","digestive_system","stomach","GDSC2","281"
"NY","SIDM00569","910849","UNCLASSIFIED","bone","osteosarcoma","GDSC1","350"
"NY","SIDM00569","910849","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"OACM5-1","SIDM00444","1503363","ESCA","aero_digestive_tract","oesophagus","GDSC1","303"
"OACM5-1","SIDM00444","1503363","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"OACp4C","SIDM00445","1503362","ESCA","aero_digestive_tract","oesophagus","GDSC1","308"
"OACp4C","SIDM00445","1503362","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"OAW-28","SIDM00481","946360","OV","urogenital_system","ovary","GDSC1","346"
"OAW-28","SIDM00481","946360","OV","urogenital_system","ovary","GDSC2","281"
"OAW-42","SIDM00480","910548","OV","urogenital_system","ovary","GDSC1","344"
"OAW-42","SIDM00480","910548","OV","urogenital_system","ovary","GDSC2","253"
"OC-314","SIDM00220","909257","OV","urogenital_system","ovary","GDSC1","352"
"OC-314","SIDM00220","909257","OV","urogenital_system","ovary","GDSC2","168"
"OCI-AML2","SIDM00446","910947","LAML","blood","acute_myeloid_leukaemia","GDSC1","379"
"OCI-AML2","SIDM00446","910947","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"OCI-AML3","SIDM00462","1290455","LAML","blood","acute_myeloid_leukaemia","GDSC1","394"
"OCI-AML3","SIDM00462","1290455","LAML","blood","acute_myeloid_leukaemia","GDSC2","270"
"OCI-AML5","SIDM00461","1330983","LAML","blood","acute_myeloid_leukaemia","GDSC1","393"
"OCI-AML5","SIDM00461","1330983","LAML","blood","acute_myeloid_leukaemia","GDSC2","229"
"OCI-LY-19","SIDM00460","1330984","DLBC","blood","B_cell_lymphoma","GDSC1","393"
"OCI-LY-19","SIDM00460","1330984","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"OCI-LY7","SIDM00459","1659819","DLBC","blood","B_cell_lymphoma","GDSC1","139"
"OCI-LY7","SIDM00459","1659819","DLBC","blood","B_cell_lymphoma","GDSC2","177"
"OCI-M1","SIDM00458","1330985","LAML","blood","acute_myeloid_leukaemia","GDSC1","386"
"OCI-M1","SIDM00458","1330985","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"OCUB-M","SIDM00241","909256","BRCA","breast","breast","GDSC1","388"
"OCUB-M","SIDM00241","909256","BRCA","breast","breast","GDSC2","282"
"OCUM-1","SIDM00568","1298358","STAD","digestive_system","stomach","GDSC1","315"
"OCUM-1","SIDM00568","1298358","STAD","digestive_system","stomach","GDSC2","282"
"OE19","SIDM00479","910079","ESCA","aero_digestive_tract","oesophagus","GDSC1","346"
"OE19","SIDM00479","910079","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"OE21","SIDM00478","1298359","ESCA","aero_digestive_tract","oesophagus","GDSC1","349"
"OE21","SIDM00478","1298359","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"OE33","SIDM00477","910549","ESCA","aero_digestive_tract","oesophagus","GDSC1","346"
"OE33","SIDM00477","910549","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"OMC-1","SIDM00240","949154","CESC","urogenital_system","cervix","GDSC1","379"
"OMC-1","SIDM00240","949154","CESC","urogenital_system","cervix","GDSC2","180"
"ONS-76","SIDM00567","909248","MB","nervous_system","medulloblastoma","GDSC1","391"
"ONS-76","SIDM00567","909248","MB","nervous_system","medulloblastoma","GDSC2","281"
"OPM-2","SIDM00457","909249","MM","blood","myeloma","GDSC1","388"
"OPM-2","SIDM00457","909249","MM","blood","myeloma","GDSC2","280"
"OS-RC-2","SIDM00239","909250","KIRC","kidney","kidney","GDSC1","394"
"OS-RC-2","SIDM00239","909250","KIRC","kidney","kidney","GDSC2","281"
"OSC-19","SIDM00566","1298362","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"OSC-19","SIDM00566","1298362","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"OSC-20","SIDM00565","1240196","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"OSC-20","SIDM00565","1240196","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"OV-17R","SIDM00476","1480361","OV","urogenital_system","ovary","GDSC1","308"
"OV-17R","SIDM00476","1480361","OV","urogenital_system","ovary","GDSC2","180"
"OV-56","SIDM00475","1480362","OV","urogenital_system","ovary","GDSC1","308"
"OV-56","SIDM00475","1480362","OV","urogenital_system","ovary","GDSC2","281"
"OV-7","SIDM00474","1480360","OV","urogenital_system","ovary","GDSC1","305"
"OV-7","SIDM00474","1480360","OV","urogenital_system","ovary","GDSC2","180"
"OV-90","SIDM01141","1240197","OV","urogenital_system","ovary","GDSC1","346"
"OV-90","SIDM01141","1240197","OV","urogenital_system","ovary","GDSC2","282"
"OVCA420","SIDM00967","1480364","OV","urogenital_system","ovary","GDSC1","308"
"OVCA420","SIDM00967","1480364","OV","urogenital_system","ovary","GDSC2","249"
"OVCA433","SIDM00966","1480367","OV","urogenital_system","ovary","GDSC1","308"
"OVCA433","SIDM00966","1480367","OV","urogenital_system","ovary","GDSC2","180"
"OVCAR-3","SIDM00105","905933","OV","urogenital_system","ovary","GDSC1","353"
"OVCAR-3","SIDM00105","905933","OV","urogenital_system","ovary","GDSC2","281"
"OVCAR-4","SIDM00092","905990","OV","urogenital_system","ovary","GDSC1","393"
"OVCAR-4","SIDM00092","905990","OV","urogenital_system","ovary","GDSC2","281"
"OVCAR-5","SIDM00091","905969","OV","urogenital_system","ovary","GDSC1","344"
"OVCAR-5","SIDM00091","905969","OV","urogenital_system","ovary","GDSC2","281"
"OVCAR-8","SIDM00090","905991","OV","urogenital_system","ovary","GDSC1","352"
"OVCAR-8","SIDM00090","905991","OV","urogenital_system","ovary","GDSC2","281"
"OVISE","SIDM00564","1240198","OV","urogenital_system","ovary","GDSC1","352"
"OVISE","SIDM00564","1240198","OV","urogenital_system","ovary","GDSC2","281"
"OVK-18","SIDM00238","1480371","OV","urogenital_system","ovary","GDSC1","306"
"OVK-18","SIDM00238","1480371","OV","urogenital_system","ovary","GDSC2","257"
"OVKATE","SIDM00466","1240199","OV","urogenital_system","ovary","GDSC1","339"
"OVKATE","SIDM00466","1240199","OV","urogenital_system","ovary","GDSC2","170"
"OVMIU","SIDM00465","1240200","OV","urogenital_system","ovary","GDSC1","346"
"OVMIU","SIDM00465","1240200","OV","urogenital_system","ovary","GDSC2","281"
"OVTOKO","SIDM00425","1298365","OV","urogenital_system","ovary","GDSC1","352"
"OVTOKO","SIDM00425","1298365","OV","urogenital_system","ovary","GDSC2","281"
"P12-ICHIKAWA","SIDM00463","909251","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","342"
"P12-ICHIKAWA","SIDM00463","909251","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","252"
"P30-OHK","SIDM00364","909252","ALL","blood","lymphoblastic_leukemia","GDSC1","384"
"P30-OHK","SIDM00364","909252","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"P31-FUJ","SIDM00363","909253","LAML","blood","acute_myeloid_leukaemia","GDSC1","385"
"P31-FUJ","SIDM00363","909253","LAML","blood","acute_myeloid_leukaemia","GDSC2","169"
"P32-ISH","SIDM00362","1330987","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","385"
"P32-ISH","SIDM00362","1330987","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"PA-1","SIDM01140","909255","UNCLASSIFIED","urogenital_system","ovary","GDSC1","246"
"PA-1","SIDM01140","909255","UNCLASSIFIED","urogenital_system","ovary","GDSC2","280"
"PA-TU-8902","SIDM00455","1298526","PAAD","pancreas","pancreas","GDSC1","346"
"PA-TU-8902","SIDM00455","1298526","PAAD","pancreas","pancreas","GDSC2","281"
"PA-TU-8988T","SIDM00453","1240201","PAAD","pancreas","pancreas","GDSC1","346"
"PA-TU-8988T","SIDM00453","1240201","PAAD","pancreas","pancreas","GDSC2","281"
"PANC-02-03","SIDM01139","1298475","PAAD","pancreas","pancreas","GDSC1","350"
"PANC-02-03","SIDM01139","1298475","PAAD","pancreas","pancreas","GDSC2","281"
"PANC-03-27","SIDM01138","925346","PAAD","pancreas","pancreas","GDSC1","345"
"PANC-03-27","SIDM01138","925346","PAAD","pancreas","pancreas","GDSC2","171"
"PANC-04-03","SIDM01137","1298476","PAAD","pancreas","pancreas","GDSC1","319"
"PANC-04-03","SIDM01137","1298476","PAAD","pancreas","pancreas","GDSC2","171"
"PANC-08-13","SIDM01136","925347","PAAD","pancreas","pancreas","GDSC1","345"
"PANC-08-13","SIDM01136","925347","PAAD","pancreas","pancreas","GDSC2","281"
"PANC-10-05","SIDM01135","925348","PAAD","pancreas","pancreas","GDSC1","346"
"PANC-10-05","SIDM01135","925348","PAAD","pancreas","pancreas","GDSC2","282"
"PC-14","SIDM00237","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","362"
"PC-14","SIDM00237","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","297"
"PC-3","SIDM00088","905934","PRAD","urogenital_system","prostate","GDSC1","346"
"PC-3","SIDM00088","905934","PRAD","urogenital_system","prostate","GDSC2","281"
"PC-3_[JPC-3]","SIDM00361","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"PC-3_[JPC-3]","SIDM00361","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","170"
"PCI-15A","SIDM00270","1240204","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"PCI-15A","SIDM00270","1240204","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"PCI-30","SIDM00044","1298529","HNSC","aero_digestive_tract","head_and_neck","GDSC1","346"
"PCI-30","SIDM00044","1298529","HNSC","aero_digestive_tract","head_and_neck","GDSC2","170"
"PCI-38","SIDM00155","1240205","HNSC","aero_digestive_tract","head_and_neck","GDSC1","347"
"PCI-4B","SIDM00043","1298531","HNSC","aero_digestive_tract","head_and_neck","GDSC1","351"
"PCI-4B","SIDM00043","1298531","HNSC","aero_digestive_tract","head_and_neck","GDSC2","256"
"PCI-6A","SIDM00115","1240206","HNSC","aero_digestive_tract","head_and_neck","GDSC1","349"
"PCI-6A","SIDM00115","1240206","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"PE-CA-PJ15","SIDM00473","1240207","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"PE-CA-PJ15","SIDM00473","1240207","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"PEO1","SIDM00472","1480372","OV","urogenital_system","ovary","GDSC1","306"
"PEO1","SIDM00472","1480372","OV","urogenital_system","ovary","GDSC2","282"
"PF-382","SIDM00451","909260","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","384"
"PF-382","SIDM00451","909260","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"PFSK-1","SIDM01132","683667","MB","nervous_system","medulloblastoma","GDSC1","324"
"PFSK-1","SIDM01132","683667","MB","nervous_system","medulloblastoma","GDSC2","238"
"PL-21","SIDM00450","1330991","LAML","blood","acute_myeloid_leukaemia","GDSC1","389"
"PL-21","SIDM00450","1330991","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"PL4","SIDM00042","1298533","PAAD","pancreas","pancreas","GDSC1","350"
"PL4","SIDM00042","1298533","PAAD","pancreas","pancreas","GDSC2","281"
"PSN1","SIDM00469","910546","PAAD","pancreas","pancreas","GDSC1","385"
"PSN1","SIDM00469","910546","PAAD","pancreas","pancreas","GDSC2","282"
"PWR-1E","SIDM01114","1330993","PRAD","urogenital_system","prostate","GDSC1","223"
"PWR-1E","SIDM01114","1330993","PRAD","urogenital_system","prostate","GDSC2","281"
"QGP-1","SIDM00360","1298534","UNCLASSIFIED","pancreas","pancreas","GDSC1","308"
"QGP-1","SIDM00360","1298534","UNCLASSIFIED","pancreas","pancreas","GDSC2","256"
"QIMR-WIL","SIDM00467","910545","LAML","blood","acute_myeloid_leukaemia","GDSC1","386"
"QIMR-WIL","SIDM00467","910545","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"RC-K8","SIDM00448","1330995","DLBC","blood","B_cell_lymphoma","GDSC1","370"
"RC-K8","SIDM00448","1330995","DLBC","blood","B_cell_lymphoma","GDSC2","253"
"RCC-AB","SIDM00821","1524418","KIRC","kidney","kidney","GDSC1","307"
"RCC-AB","SIDM00821","1524418","KIRC","kidney","kidney","GDSC2","180"
"RCC-ER","SIDM00820","1524417","KIRC","kidney","kidney","GDSC1","307"
"RCC-ER","SIDM00820","1524417","KIRC","kidney","kidney","GDSC2","180"
"RCC-FG2","SIDM00819","1524414","KIRC","kidney","kidney","GDSC1","307"
"RCC-FG2","SIDM00819","1524414","KIRC","kidney","kidney","GDSC2","180"
"RCC-JF","SIDM00818","1524415","KIRC","kidney","kidney","GDSC1","308"
"RCC-JF","SIDM00818","1524415","KIRC","kidney","kidney","GDSC2","180"
"RCC-JW","SIDM00817","1524416","KIRC","kidney","kidney","GDSC1","306"
"RCC-JW","SIDM00817","1524416","KIRC","kidney","kidney","GDSC2","281"
"RCC-MF","SIDM00816","1524419","KIRC","kidney","kidney","GDSC1","302"
"RCC-MF","SIDM00816","1524419","KIRC","kidney","kidney","GDSC2","180"
"RCC10RGB","SIDM00235","909974","KIRC","kidney","kidney","GDSC1","361"
"RCC10RGB","SIDM00235","909974","KIRC","kidney","kidney","GDSC2","281"
"RCH-ACV","SIDM00449","1330994","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","220"
"RCH-ACV","SIDM00449","1330994","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","180"
"RCM-1","SIDM00359","909263","COREAD","digestive_system","large_intestine","GDSC1","352"
"RCM-1","SIDM00359","909263","COREAD","digestive_system","large_intestine","GDSC2","283"
"RD","SIDM00847","909264","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","347"
"RD","SIDM00847","909264","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"REH","SIDM00447","909696","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","388"
"REH","SIDM00447","909696","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"RERF-GC-1B","SIDM00358","1240209","STAD","digestive_system","stomach","GDSC1","336"
"RERF-GC-1B","SIDM00358","1240209","STAD","digestive_system","stomach","GDSC2","281"
"RERF-LC-KJ","SIDM00356","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"RERF-LC-KJ","SIDM00356","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"RERF-LC-MS","SIDM00355","910931","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","351"
"RERF-LC-MS","SIDM00355","910931","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
